experiment,model,split_seed,model_seed,preprocessing,n_train,n_test,converged,convergence_warning_count,n_iter,accuracy,balanced_accuracy,f1,roc_auc,score_kind,n_unique_scores,score_abs_median,prediction_sha256,score_sha256
preprocessing_sensitivity,linear_svm,1729,2718,none,36631,12211,True,0,17,0.80009827205,0.61291895524,0.378089171975,0.569387894051,decision_function,12205,0.524139176938,386eb9c74788d679b43648e137fadea7bbf94f8cee139bc1e8d27a1a31c46c40,7f642209df38f8cbf57e5f514faf81a3f26c1af526a863e11a8b9ec3f8049bc7
preprocessing_sensitivity,linear_svm,1729,2718,robust,36631,12211,True,0,22,0.847842109573,0.74845240619,0.636967565455,0.900661428674,decision_function,12205,0.766499531406,67fd162f3b375560a498dfaa1100e38d804d08b5a2c85482a81729fef524c907,ca8ed79ae9a117fd33d0d7d2539572d66a6bbb2d5b62d86c4e6a61e2a1b3ac45
preprocessing_sensitivity,linear_svm,1729,2718,standard,36631,12211,True,0,8,0.850544590943,0.755975840508,0.647887323944,0.902200088142,decision_function,12205,0.801008050452,fb2d8e3820cb7022d68b5b0fb8f9eba6ca7bf40d7205cccb538d99a9a9db5cb4,7d871ce69858ec6221d13874387c06424e96041644e6e81f6ced676eb2b0133a
preprocessing_sensitivity,logistic,1729,2718,none,36631,12211,True,0,7,0.849889443944,0.758594726388,0.650390997521,0.902107981525,decision_function,12205,2.47114187098,f531af1aff9ca5e893c6b703a97bae474c20bb17063697cfae8971a27f83f652,ceafed2a0a4f34f64d68fcd79ad17cd60ba309eedae3fc879408fe0917b103d0
preprocessing_sensitivity,logistic,1729,2718,robust,36631,12211,True,0,7,0.849807550569,0.758423610714,0.650133536818,0.902108018367,decision_function,12205,2.47087771801,d3f07908b9d4ad0d03d3a553e253d022a82b02d63c4b6c27d9ff2911d6bd11e1,e5ef7fc232cbaf5d741c3304ae36814faa9531e9cd7309c5e86569af4ba5c96d
preprocessing_sensitivity,logistic,1729,2718,standard,36631,12211,True,0,6,0.850053230694,0.758702380602,0.650639190994,0.902102307757,decision_function,12205,2.47022458401,124ef72dcd747892f5f1238409fc40c660bd020c5c7bf01c0f665db9164c6f4d,de616df8fee1c66de397f5e6860f67e49cc926cecbc6e2a41c62ab7d54512acc
preprocessing_sensitivity,random_forest,1729,2718,none,36631,12211,True,0,-1,0.865121611662,0.777872365134,0.684180249281,0.916573915303,predict_proba,11933,0.115897943025,bc805619002af30995649f14d04129d06feba2c1af637fa0ad74bf5beefb57f5,e92cc0b2801b1bbabb1936d606a1f5599b9b01c349b2692be4666b882932ef50
preprocessing_sensitivity,random_forest,1729,2718,robust,36631,12211,True,0,-1,0.865121611662,0.777872365134,0.684180249281,0.916589407636,predict_proba,11932,0.116065352704,bc805619002af30995649f14d04129d06feba2c1af637fa0ad74bf5beefb57f5,2b0be31ae50da3b69a910c18a81a1d3aacc9919fc9c9fdd1db63d1b370fa4274
preprocessing_sensitivity,random_forest,1729,2718,standard,36631,12211,True,0,-1,0.865039718287,0.777935826593,0.684170180146,0.916559988782,predict_proba,11934,0.115944939842,41978e3a22f4932593a384708d7435f36329fad329007230cd2a44e4ebc11bb5,0e50451d8f349c309451a55a9a3a487517b6d644df102d40ed13fe53d76a2c59
preprocessing_sensitivity,sgd_logistic,1729,2718,none,36631,12211,True,0,307,0.785521251331,0.562755886,0.232189973615,0.605072060902,decision_function,12205,25819516.7488,dda6e217b9379541cf60810421992c1bdf755575fd74d798e16ec38021e65b1e,442dbe64279c4237be5da2fc5eca0b2f676fadfa87b0b63bedcc5faedf47cdee
preprocessing_sensitivity,sgd_logistic,1729,2718,robust,36631,12211,True,0,33,0.813037425272,0.722643671402,0.584380120153,0.791928350778,decision_function,12205,36.3524399798,8106e4b6958c3104d5466a91b57a2c847759add1ab64967982b4bb9b7340368c,8955b4ea8ebf65a3e8daab05dc555a1ebaaefcec6a9337bf2d1ee4ea1089bf11
preprocessing_sensitivity,sgd_logistic,1729,2718,standard,36631,12211,True,0,50,0.847514536074,0.744835729321,0.632306477093,0.901928889417,decision_function,12205,2.52160309918,e8a859375d3deb601f1c4b3a5ff204b15c90de55095fc04318f6ea07586218ed,a344d0302a844f9e7dde0808b9e9f67d9d14eaeb6a47dfa5832ef509d9a76894
